review,rating
Quality of this bag was amazing and price was good so worth it.,4.0 out of 5 stars
Good,4.0 out of 5 stars
"This is very good and good looking beg
Febric is not much good but okk",4.0 out of 5 stars
Poor quality,3.0 out of 5 stars
Awesome experience...using it for more than a year...,5.0 out of 5 stars
It looks very good and is available at a very low price. Good it is made up of things and good things.,5.0 out of 5 stars
This product is good but after 3 months from my order it started damaging...abd teared from inside....rest its amazing...,3.0 out of 5 stars
Over all it is good,4.0 out of 5 stars
"The product is good in Rs. 700 (Approx.) but I surprised when I saw the label od ""Made In China"" quality also like a china product, cheap quality;
American Tourister redirect us to buy online to Amazon.in;
but here are only china made ...
Disappoint little bit with American Tourister.",2.0 out of 5 stars
I need to retain,4.0 out of 5 stars
Nice light weighted .very easy to carry.,4.0 out of 5 stars
No as much good as given in photo,3.0 out of 5 stars
A good and useful product for travelling,4.0 out of 5 stars
"It's look like less than 32 lit I'm not sure.... My 25lit gear bag pack looks and feel bigger than this.

Material quality is ok....... Image and actual product material quality is way more different.",3.0 out of 5 stars
Good,4.0 out of 5 stars
Light weight,4.0 out of 5 stars
Didn't think that I will get this with lots of difference....but the product is ok......,2.0 out of 5 stars
Worth buying. Good quality,4.0 out of 5 stars
Good one...but DNT HV laptop compartment.. otherwise it's good,3.0 out of 5 stars
It's good.,3.0 out of 5 stars
Shandar quality with 1 year warranty i think this is best beg for daily use i am salesman so i need this type durable beg thanx amazon,5.0 out of 5 stars
This isn't look like original American touristed bag... material are so cheap,3.0 out of 5 stars
They told it has a raincover but where is the raincover,4.0 out of 5 stars
It's a wonderful product,5.0 out of 5 stars
Print is not permanent it was gone very early,3.0 out of 5 stars
Super product,5.0 out of 5 stars
It's light weight and my son likes the look of it,4.0 out of 5 stars
All over ok..,3.0 out of 5 stars
Ok,3.0 out of 5 stars
Value for money,5.0 out of 5 stars
🤮🤮,1.0 out of 5 stars
it would be better if its width is a littlebit more,3.0 out of 5 stars
The quality of the material of the bag looks very low,3.0 out of 5 stars
Very spacious and on time delivery..,5.0 out of 5 stars
Good,5.0 out of 5 stars
Nice product...worthy one..,4.0 out of 5 stars
Average quality,3.0 out of 5 stars
It is original and fabulous bag it have too space and very good for school going guys also very worthy product,4.0 out of 5 stars
It's perfect,5.0 out of 5 stars
Good,5.0 out of 5 stars
"When I ordered this product considering it was from American Tourister, when the actual product arrived I found the quality of the bag material quite flimsy. The overall weight of the bag was less & the overall product was not even okayish. The pockets shown in the pictures shown it could contain various things very easily. But the actual product had very simple yet not useful pockets inside. For me, travelling in public transport I can not trust this bag can hold my valuables like wallet or mobile for that matter. Returned after 1 day as it was completely useless for my daily needs.",1.0 out of 5 stars
Value for money,4.0 out of 5 stars
Super product.....100% original and specify product...1 year warranty card..and lite Wight...and beautiful colour combinations..i like it...,5.0 out of 5 stars
material is really thin. but it is very light weighted,4.0 out of 5 stars
Colour of the bag look somemuch different from image,4.0 out of 5 stars
Yes,5.0 out of 5 stars
Thread stretch is not good in solder side,3.0 out of 5 stars
When I used it during the rain times my all things in the bagpack got heavily weted,3.0 out of 5 stars
Good one ..,5.0 out of 5 stars
it is very nice and good in colour and it is same in colour,4.0 out of 5 stars
Great,4.0 out of 5 stars
Light weight,5.0 out of 5 stars
Nice and value for money,5.0 out of 5 stars
The name is enough,4.0 out of 5 stars
Nice,4.0 out of 5 stars
No laptop pouch.. quality is not so good,3.0 out of 5 stars
Good,4.0 out of 5 stars
I liked its waterproof quality but after 1wash the printing and colour gets dull and its an average type of bag for travelling,3.0 out of 5 stars
"Nice bag and all that, just a bit iffy on the zips. They somehow ten get tangled",4.0 out of 5 stars
Not as good as per my expectation.It has been damage within 3 month,2.0 out of 5 stars
Its too much good product,5.0 out of 5 stars
Good for students spaces benefecial,4.0 out of 5 stars
It is a really great product👍,5.0 out of 5 stars
Good for schools and colleges but not for traveling.,4.0 out of 5 stars
Nice color. The product is almost same as shown in the picture. I gifted it to my brother and he loved it.Also I bought one more bag (blue) to my sister.. American Touroster is best one both in quality and economy..,5.0 out of 5 stars
Very poor quality not expected from Amazon or American tourist stiches are opening,1.0 out of 5 stars
Good product but doesn't come with laptop safety,3.0 out of 5 stars
"This is fake bag it seems, the bag was torn with 15 days with limited usage. Don't recommend. Don't Buy",1.0 out of 5 stars
Very good,5.0 out of 5 stars
The material feels really cheap. Returned it.,3.0 out of 5 stars
"As always, top quality, attractive, long lasting, strong, dependable.",5.0 out of 5 stars
 Threads are front chain place loose stitching Not good I'm not satisfied fully dissoppinted,1.0 out of 5 stars
Quality is bad,3.0 out of 5 stars
Bought it for my sister..she just loved it..I am also using an American tourister for the past 5+ years and it feels the same as new..by this bag should have a water resistant pouch..otherwise I loved it,5.0 out of 5 stars
"Best purchase ever
best bag under 800",5.0 out of 5 stars
American Tourist kept its quality intact for more than decade .Quality always above expectation 👍,5.0 out of 5 stars
"Best packaging
Delivery person is so humble.
Received the product as shown in picture.
#Satisfied
Worth buying.",5.0 out of 5 stars
I Am impressed with American tourist bag I am using 2 months and very very good thanks to America tourist and Amazon service best service thanks to amezon.,5.0 out of 5 stars
"Bag quality is too bad
and for that Quality item is very bad..",2.0 out of 5 stars
Found a good bag under this range comparative to other brands.,4.0 out of 5 stars
Not a good product at this range,3.0 out of 5 stars
i Recommend u guys Don't Purchase this Product..Its just like as local brands..not like as American tourist bagpack...verry thin quality products...,1.0 out of 5 stars
Very defective product. Poor quality. Don't buy this item. I felt sad after buy this one. ADISA bags in Amazon is better than this bag.,1.0 out of 5 stars
It's duplicate copy not original american tourister beg,3.0 out of 5 stars
Its very good bag,4.0 out of 5 stars
Product is good but with in 6 monts jeeps was gone quality of bag inside Is Bad,3.0 out of 5 stars
"Not expected something like this from a brand like American tourister.
The stitching started to fall apart with in a month's use. And it's not even used in trips or to carry heavy load of books. Only a laptop. Not sure what to trust if a brand Ike this cannot be durable for even 1 month.",2.0 out of 5 stars
Previous i bought from American tourister showroom. In that rain cover(for bag) got along with Bag. but received one not having the rain cover.,3.0 out of 5 stars
Best bag,5.0 out of 5 stars
Yes satisfy,5.0 out of 5 stars
Amazing bag... Can pack four pairs of clothes... If u plan for a journey... Looks exactly like the picture... Strong and durable...,5.0 out of 5 stars
Zip is a bit of issue otherwise great product value for money,4.0 out of 5 stars
Its same as shown in the picture and the quality is superb. I dint find it light weight like wildcraft but it's a worthy product and the inside quality of the bag is too good.,5.0 out of 5 stars
"Fake product. Thin material. The packagin got torn too. Pathetic service and product. When you check out for the model number in American Tourister site, it is not available.",1.0 out of 5 stars
I liked this bag 🎒 😍,5.0 out of 5 stars
Very good product.,5.0 out of 5 stars
Good,4.0 out of 5 stars
Quality is really good u should buy this bag in this price range its best in my opinion,4.0 out of 5 stars
It's good,4.0 out of 5 stars
Super,4.0 out of 5 stars
"Its a duplicate product. Bought on 10th June 2019. After few months of use the side water bottle pockets were tear off. I ignored it. Last month, all the stitching and thread of bottom and inside of bag started tearing apart. Contacted amazon for warranty, they took almost an hour and NOT provided any correct number of American Tourister or dealer address for claiming warranty. Amazon support staff doesn't have any proper information for claiming warranty. Wasted my Money and Time. Like to give negative ratting for this. DONT TRUST CLOUDTAIL PRODUCTS.",1.0 out of 5 stars
"It's not like branded bag, looks like cheap bag.",2.0 out of 5 stars
Its light but the quality is not upto mark.,3.0 out of 5 stars
"Worst bag ever. I have ordered gery colour bag which is in the picture. But I have received local American tourister bag, which has low quality and also it looks like it's already been used",1.0 out of 5 stars
IT'S TOO GOOD....GOOD FOR HEAVY USAGE,4.0 out of 5 stars
"Material quality feels cheap, good luggage capacity ,and its lightweight.
Best of luck 👍🏻",2.0 out of 5 stars
"One of my worst decision to buy this bag. Not even a month and the stiches are off. The chain gets detached. 2 times I repared locally because the chain didn't close. From inside the bag, threads are not stiched.
Plz think twice before ordering this bag.",1.0 out of 5 stars
"We can carry different type of stuffs .You can use it for college,schools, traveling,etc. and it is quite comfortable",5.0 out of 5 stars
"Nice product
👌👌👌👌👌
Osm 🤗🤗🤗
🔥🔥🔥🔥
🤩🤩🤩",5.0 out of 5 stars
Good,4.0 out of 5 stars
But the water bottle slot has got torn as it was purchased only 3 to 4 months,4.0 out of 5 stars
Good for college,4.0 out of 5 stars
I love the fact that it's very lightweight and comfortable for travelling,5.0 out of 5 stars
Colour combination is good..i am really happy with the product,4.0 out of 5 stars
"Look wise good but quality could be better.
Little different from picture",3.0 out of 5 stars
"Am dislike the product,,,the solder belt stitch is damaged after two days from received",3.0 out of 5 stars
Good product,5.0 out of 5 stars
Seriously a great bag must buy very cheap price of such a great product 😍,5.0 out of 5 stars
Inner quality a bit thin than usual but overall it's good according to price,5.0 out of 5 stars
The product looks same as it is shown but the quality is not upto standard.,4.0 out of 5 stars
Spacious,4.0 out of 5 stars
The bag is good and space is also very good in bag. But the bag is damaged.. Stitches of bag are open..,3.0 out of 5 stars
Good for travel,5.0 out of 5 stars
Best quality product.......stylish bag........ it's Light weight.......good for traveling👍,4.0 out of 5 stars
Gud quality bag,4.0 out of 5 stars
West bag,1.0 out of 5 stars
Nica bag affordable price,4.0 out of 5 stars
"I would recommend everyone to buy it. Cheap, long lasting, good brand, lightweight, what's not to love?",5.0 out of 5 stars
Not good,4.0 out of 5 stars
Good quality,5.0 out of 5 stars
Not so worth. Quality not good,3.0 out of 5 stars
"Very light weight ,spaceous and comfortable",5.0 out of 5 stars
It is not waterproof,4.0 out of 5 stars
Size as not Aspects like that,3.0 out of 5 stars
This is good quality bag under budget . Color is very good .,5.0 out of 5 stars
This will be very nice if there is rain cover,5.0 out of 5 stars
Worth for money,4.0 out of 5 stars
Value for money good product,5.0 out of 5 stars
poor,1.0 out of 5 stars
"It's really an awesome product..thank you soo much, very light weight, and very comfortable",5.0 out of 5 stars
